index,labels,comment_length,word_count,comment_clean
129,[0 0 0 1 0 0],24,6,bloc main loop
132,[1 0 0 0 0 0],136,23,may delayed background process wanting run ensure background calculation ui element complete
134,[0 0 0 1 0 0],42,9,type data source update command
135,[1 0 0 0 0 0],50,8,suppose stateless therefore immutable
139,[0 0 0 0 0 1],7,2,sent
144,[0 1 0 0 0 0],86,17,event self inform item moved event asstring event asstring
145,[0 0 0 1 0 1],64,14,data source collection class image
146,[0 0 1 0 0 0],109,20,used example delay action data set currently running animation complete
156,[0 0 1 0 0 1],85,16,attached bloc element define visual structure bloc element
158,[1 0 0 0 0 0],18,2,layout constraint
159,[1 0 0 0 0 0],113,20,support set attribute refered constraint bloc define visual property layout
161,[1 0 0 0 0 0],132,17,layout dedicated constraint object instance class bllayoutcommonconstraints contain common constraint
162,[1 0 0 0 0 0],121,19,type layout define specific constraint creating subclass class bllayoutconstraints
163,[1 0 0 0 0 0],23,5,layout phase frame
164,[1 0 0 0 0 0],72,13,layouting element phase executed space every frame
165,[1 0 0 0 0 0],90,12,every frame space go several phase method blspaceframe initializephases
166,[1 0 0 0 0 0],92,14,phase modeled subclass class blspaceframephase executed per frame
167,[1 0 0 0 0 0],103,15,one class blspaceframelayoutphase consists layouting element contained space
168,[1 0 0 0 0 0],85,15,done event task executed drawing phase
169,[1 0 0 0 0 0],148,24,layouting executed frame various property like width height position change element contained space
170,[1 0 0 0 0 0],123,19,however important aspect bloc one property change layouting performed immediately
171,[1 0 0 0 0 0],125,19,instead layout request issued element whose property changed using message method blelement requestlayout
172,[1 0 0 0 0 0],84,15,advantage element request layout phase skipped
174,[1 0 0 1 0 0],104,18,hence bloc layout executed immediately property like width element change
177,[1 0 0 0 0 0],160,27,done using messafe method blelement forcelayout used outside test bypass normal layouting system bloc
178,[1 0 0 0 0 0],109,17,however often element need reach perform action example position extent change
179,[1 0 0 0 0 0],44,7,react requesting another layout
180,[1 0 0 0 0 0],41,7,tipical example deadling edge
181,[1 0 0 0 0 0],90,17,edge layouted position element connects known
183,[1 0 0 0 0 0],256,41,space allows layout request layouting phase limited number time method blspace computelayout avoid blocking rendering due infinite recursion caused layout request void spending much time layout frame
185,[1 0 0 0 0 0],19,3,performing layout
187,[1 0 0 0 0 0],74,12,performing layout element consists executing three main step
189,[1 0 0 0 0 0],126,22,first step performing layout element consists determening measured bound element
191,[1 0 0 0 0 0],65,10,default class blelement delegate measuring layout
192,[1 0 0 0 0 0],88,12,layout override method bllayout measure implement actual measuring
193,[1 0 0 0 0 0],129,22,normally layout follow top bottom approach measure current element asks child measuring
194,[1 0 0 0 0 0],94,13,element real bound blelement bound measured bound blelement measuredbounds
195,[1 0 0 0 0 0],111,20,real bound contain actual position extent element user element rely
196,[1 0 0 0 0 0],83,15,measured bound used layouting hold new extent element
197,[1 0 0 0 0 0],67,11,measuring phase change extent measured bound
199,[1 0 0 0 0 0],80,15,measured bound act like temporary cache new bound element
200,[1 0 0 0 0 0],119,19,introduced avoid changing real extent element layouting child still performed
202,[1 0 0 0 0 0],19,3,applying layout
205,[1 0 0 0 0 0],120,18,space start measurement process root element measurement tell child measure etc
206,[1 0 0 0 0 0],65,10,measurement top bottom though composition element
207,[1 0 0 0 0 0],83,14,step find size element set measuredextent position sometimes
208,[1 0 0 0 0 0],28,5,space start layout step
209,[1 0 0 0 0 0],79,16,know size child compute actual position child
211,[1 0 0 0 0 0],56,8,element announce event position extent changed
212,[1 0 0 0 0 0],71,12,without event handler layout process going happen
213,[1 0 0 0 0 0],67,11,example node change position edge updated
214,[1 0 0 0 0 0],13,2,layout event
217,[1 0 0 0 1 0],28,7,define api layout
218,[1 0 0 0 1 0],67,10,concrete implementation focus measure layout
219,[0 0 1 0 0 0],25,4,class contains test
221,[1 0 0 0 0 0],60,8,component named according mathematical convention
223,[1 0 0 0 0 0],14,4,shx sy
226,[1 0 0 0 0 0],41,9,example case matrix
230,[1 0 0 0 0 0],37,7,top left x minor original matrix
237,[0 0 0 1 0 0],79,12,affine transformation directly defined transformation matrix
238,[0 0 0 1 0 0],70,9,represent concrete implementation unspecified measurement mode
240,[0 0 0 1 0 0],43,8,host space created blmorphichost
247,[0 0 0 1 0 0],27,6,middle mouse button
249,[0 0 0 0 0 1],100,19,mouse move event fired pointing device usually mouse moved element
250,[0 0 0 1 0 0],24,5,event processor
255,[0 0 1 1 0 0],91,17,virtual anchor lay perpendicular line two reference anchor
256,[1 0 0 0 0 0],137,20,curvature distance line connecting reference anchor defined fraction curvaturefraction length anchor
259,[0 1 0 0 0 0],6,1,
263,[0 1 0 0 0 0],6,1,
265,[0 1 0 0 0 0],122,25,goal tutorial create element arrow like pointer middle top edge shown
269,[0 1 0 0 0 0],168,29,even compex would implement support positioning arrow different edge eg left bottom ability multiple arrow separate edge
272,[0 1 0 0 0 0],26,4,creating rectangle shape
276,[0 1 0 0 0 0],129,26,order give arrow pointing enough space move top edge rectangle length arrow
281,[0 1 0 0 0 0],39,8,injecting line inside top edge
283,[0 1 0 0 0 0],82,14,done sending method bllineshape injectlineat length topedge
285,[0 1 0 0 0 0],136,9,example blrectangleshapewitharrowexplanation rectanglewithtopinjectedline previewshow gtlivefor previewexpanded true previewheight
287,[0 1 0 0 0 0],50,9,almost ready create rectangular arrow
289,[0 1 0 0 0 0],148,27,sending method bllineshape splitat middle section topedge created previous line injection step
290,[0 1 0 0 0 0],143,9,example blrectangleshapewitharrowexplanation rectanglewithtoppolylinesplitinhalf previewshow gtlivefor previewexpanded true previewheight
291,[0 1 0 0 0 0],30,6,moving top triangle
295,[0 1 0 0 0 0],129,9,example blrectangleshapewitharrowexplanation rectanglewithtoparrow previewshow gtlivefor previewexpanded true previewheight
296,[0 0 1 0 0 0],73,11,make sure content element fit vertically within scalable element
297,[0 0 1 0 0 0],75,11,make sure content element fit horizontally within scalable element
299,[0 0 1 0 0 0],42,7,contain example space related event
300,[0 0 0 1 0 0],26,5,represent frame phase
301,[0 0 1 0 0 0],97,17,phase know start time send corresponding event phase completed
302,[0 0 0 1 0 0],46,7,copy class blspartamozcanvasbuilder
304,[0 0 0 1 0 0],40,6,represent text background attribute
305,[0 0 1 0 0 1],62,11,used together brtext brtextstyler style text
306,[0 0 0 0 1 0],27,5,public api key message
307,[0 0 0 0 1 0],26,4,paint set background paint
310,[0 1 0 0 0 0],27,3,text measurement strategy
311,[0 0 0 0 0 1],106,14,class bltextelement provides different text measurement strategy suitable specific use case
312,[0 1 0 0 0 1],146,24,perfect strategy therefore understanding difference important step learning work text bloc
313,[0 1 0 0 0 0],17,2,label measurement
315,[0 1 0 0 0 0],69,13,mean height text independent content
316,[0 1 0 0 0 0],61,13,width given exact bound element text
317,[0 1 0 0 0 0],155,27,please note since width precise depends content whitespace taken account computing width text element
319,[0 1 0 0 0 0],18,2,editor measurement
322,[0 1 0 0 0 0],39,3,method bltextelement editormeasurement
323,[0 1 0 0 0 0],130,8,example bltextelementmeasurementstrategyexamples textelementwitheditormeasurement nocode previewshow gtlivefor previewheight
324,[0 1 0 0 0 0],19,2,precise measurement
326,[0 1 0 0 0 0],108,15,method bltextelement tightmeasurement exactly clip white space surrounding text
327,[0 1 0 0 0 0],105,20,may useful displaying short piece text usually word centered within larger element
328,[0 1 0 0 0 0],128,8,example bltextelementmeasurementstrategyexamples textelementwithtightmeasurement nocode previewshow gtlivefor previewheight
329,[0 1 0 0 0 0],10,1,conslusion
341,[0 0 1 1 1 0],130,21,example custom stencil creates rounded rectangular element cusomizable background color corner radius
344,[0 1 0 0 0 0],55,10,example show existing button style
345,[0 1 0 0 0 0],129,19,following glamorous button reacts various ui interaction event change style according state pressed hovered
346,[0 1 0 0 0 0],43,3,example brexamplesshowroom glamorousbutton
347,[0 1 0 0 0 0],51,9,button also disabled prevent click event
348,[0 1 0 0 0 0],51,3,example brexamplesshowroom glamorousdisabledbutton
349,[0 1 0 0 0 0],7,1,toggle
350,[0 1 0 0 0 0],15,2,labelled toggle
352,[0 1 0 0 0 0],47,3,example brexamplesshowroom materiallabeltoggle
355,[0 1 0 0 0 0],91,18,compose label icon look create toggle button label icon
356,[0 1 0 0 0 0],75,15,note order look defines visual order label icon
357,[0 1 0 0 0 0],42,3,example brexamplesshowroom materialtoggle
358,[0 1 0 0 0 0],100,21,thus said swapping label icon look move icon right label
359,[0 1 0 0 0 0],50,3,example brexamplesshowroom materialreversedtoggle
360,[0 1 0 0 0 0],9,1,accordion
361,[0 1 0 0 0 0],4,1,tab
362,[0 1 0 0 0 0],62,13,content tab defined help stencil
363,[0 1 0 0 0 0],7,1,toolbar
365,[0 1 0 0 0 0],44,3,example brexamplesshowroom glamoroustoolbar
367,[0 1 0 0 0 0],4,1,list
369,[1 0 1 0 0 0],115,15,import new icon using method name brglamorousicons class importiconsfromdirectory using script
370,[0 1 1 0 0 0],70,13,import png file creates class method name
371,[0 1 0 0 0 0],43,3,brglamorousicons importiconsfromdirectory
372,[0 1 0 0 0 0],24,3,gt icon asfilereference
377,[0 0 1 0 0 0],26,5,define widget look
384,[0 0 1 0 0 0],67,14,sent look request selection update view model
386,[0 0 0 1 0 0],19,3,moldable editor
389,[0 0 1 1 0 0],108,22,sent text editor element element playing role cursor removed editor
391,[0 1 0 0 0 0],14,2,show gtprintin
392,[0 1 0 0 0 0],12,2,factorial
394,[0 1 0 0 0 0],37,3,example brtexteditorexamples newtext
395,[0 1 0 0 0 0],25,5,next build editor
396,[0 1 0 0 0 0],39,3,example brtexteditorexamples neweditor
397,[0 1 0 0 0 0],36,7,attach text enditor
398,[0 1 0 0 0 0],41,4,example brtexteditorexamples editor text
399,[0 1 0 0 0 0],34,6,next create editor element
401,[0 1 0 0 0 0],38,5,finally build everything together
402,[0 1 0 0 0 0],62,6,example brtexteditorexamples element editortext show gtlivein
403,[0 1 0 0 0 0],4,1,done
404,[0 0 1 0 0 0],20,4,allow letter
407,[0 0 1 0 0 1],89,16,used record text selection interval user drag mouse text editor
408,[0 0 1 0 0 1],91,15,additionally play role selection strategy support single multiple selection
409,[0 0 1 0 1 0],109,17,hard job visually updating selection requesting segment holder partially update
412,[0 0 1 0 0 0],39,8,hold data relevant address
414,[0 0 1 0 0 1],51,8,sent buttonattribute button created
415,[0 0 1 0 0 1],95,16,allow connector notified attach additional handler newly created button
416,[0 0 1 0 0 0],98,19,create filled circle arrow head border background equal color curve
417,[0 0 1 0 0 0],36,6,create filled triangle arrowhead
418,[0 0 1 0 0 0],31,7,used remove arrow head
419,[0 0 1 1 0 0],35,8,dummy tool nothing
420,[0 0 1 0 0 1],60,13,display list editor object vertical list
421,[0 0 1 0 0 1],51,9,fetch data diagrammer editor data source
423,[0 1 0 0 0 0],10,1,diagrammer
424,[0 0 0 1 0 0],84,14,scriptable toogle group display uniform collection selectable value
425,[0 1 0 0 0 0],6,1,picker
427,[0 1 0 0 0 0],7,2,world
434,[0 1 0 0 0 0],21,4,margin blinsets
436,[0 1 0 0 0 0],22,3,picker constraintsdo c
442,[0 0 1 0 0 0],58,11,know extract dependency given example
447,[1 0 0 0 1 0],47,8,user configure sourceclass
449,[1 0 0 0 0 0],95,17,create example method defining example executed provider receiver
451,[1 0 0 0 0 0],101,19,method defined instance side provider consists new instance class
453,[1 0 0 0 0 0],69,10,optionally user configure factory explicit provider
455,[1 1 0 0 0 0],90,14,initialize subject example call gtexamplesubjects provider object
458,[1 1 0 0 0 0],85,15,execute method example receiver pragma argument
459,[0 0 1 0 0 0],55,11,indicate subject example object
460,[0 0 0 1 0 1],39,8,default subject example
462,[0 1 0 0 0 0],142,22,example evaluating example treated differently debugging scenario scenario recorver static dependency
463,[0 0 1 0 0 0],121,20,maintain context accessed within example processed execution processor
464,[0 0 0 0 1 0],29,4,value execute processor
466,[0 0 0 0 1 0],71,11,canprocess verifies processor execute given example
467,[0 0 0 1 0 0],57,10,implementation moen tree layout algorithm
470,[1 0 0 0 0 0],76,13,improved older algorithm ability handle non uniform sized node
478,[1 0 0 0 0 0],70,10,accomplish us shape represented polyline structure
482,[0 0 1 0 0 0],184,28,merging contour minimum horizontal vertical offset sibling placed resepct upper left sibling depending layout orientation calculated
483,[0 0 1 0 0 0],85,14,bottom traversal finished calculation offset finished well
487,[0 0 1 0 0 0],171,27,additionally implementation support alignment node top center bottom case vertical layout left center right case horizontal layout
488,[0 0 1 0 0 0],218,39,done calculation difference size node compared largest node level well difference size parent compared largest node parent level
489,[0 0 0 0 0 1],204,25,gtgradtreelayout superclass gtgradhorizontaltreelayout gtgradverticaltreelayout class contains generic tree layout method definition method two subclass need redefine
490,[0 0 0 0 0 1],184,28,generally difference implementation hozitonal vertical variant really small revolving around one using setting x coordinate
492,[0 0 1 0 0 0],75,12,compute smallest circle encloses specified array circle
493,[0 0 1 0 0 0],145,20,enclosing circle computed using matou ek sharir welzl http wwwinfethzch personal emo publfiles subexlinprog alg pdf algorithm
495,[0 1 0 0 0 0],55,11,add circle one one starting larger one
496,[0 1 0 0 0 0],51,9,circle enclosure represented cyan circle
499,[0 1 0 0 0 0],122,8,example gtgraphcircleenclosureexamples enclosurewithonecircle previewshow gtpreviewfor previewexpanded previewheight
501,[0 1 0 0 0 0],125,19,two circle enclosure also special case derived directly method gtgraphcircleenclosure class enclosure
502,[0 1 0 0 0 0],123,8,example gtgraphcircleenclosureexamples enclosurewithtwocircles previewshow gtpreviewfor previewexpanded previewheight
503,[0 1 0 0 0 0],45,8,three circle enclosure special case
505,[0 1 0 0 0 0],61,13,let add third circle enclosure see result
506,[0 1 0 0 0 0],125,8,example gtgraphcircleenclosureexamples enclosurewiththreecircles previewshow gtpreviewfor previewexpanded previewheight
507,[0 1 0 0 0 0],201,28,starting four circle enclosure computed recursively building updating basis enclosure consisting one three circle method gtgraphcircleenclosure class enclosureall
508,[0 1 0 0 0 0],124,8,example gtgraphcircleenclosureexamples enclosurewithfourcircles previewshow gtpreviewfor previewexpanded previewheight
511,[0 0 0 1 0 0],53,9,roforcebasedlayout inspired code
522,[0 1 0 0 0 0],78,12,adapted extract paper squarified treemaps mentioned
523,[0 1 0 0 0 0],375,40,suppose rectangle width example gtgraphtreemaplayoutexamples squarifywithsevennodes label width height example gtgraphtreemaplayoutexamples squarifywithsevennodes label height furthermore suppose rectangle must subdivided seven rectangle area example gtgraphtreemaplayoutexamples squarifywithsevennodes label nodevalues
524,[0 1 0 0 0 0],38,7,area subdivided follows
525,[0 1 0 0 0 0],133,10,example gtgraphtreemaplayoutexamples squarifywithsevennodes nocode codeexpanded false previewexpanded true previewshow gtpreviewfor
526,[0 1 0 0 0 0],66,12,first step algorithm split initial rectangle
527,[0 1 0 0 0 0],90,14,choose horizontal subdivision original rectangle wider high
530,[0 1 0 0 0 0],140,14,aspect ratio first rectangle example gtgraphtreemaplayoutexamples squarifywithsevennodesfirststep label worstvaluerounded
531,[0 1 0 0 0 0],97,6,example gtgraphtreemaplayoutexamples squarifywithsevennodesfirststep previewexpanded true nocode
532,[0 1 0 0 0 0],48,9,next add second rectangle first
533,[0 1 0 0 0 0],132,12,worst aspect ratio improves example gtgraphtreemaplayoutexamples squarifywithsevennodessecondstep label worstvaluerounded
534,[0 1 0 0 0 0],98,6,example gtgraphtreemaplayoutexamples squarifywithsevennodessecondstep previewexpanded true nocode
535,[0 1 0 0 0 0],202,25,however add next area original rectangle aspect ratio rectangle example gtgraphtreemaplayoutexamples squarifywithsevennodesthirdstep label worstvaluerounded
537,[0 1 0 0 0 0],120,22,therefore decide reached optimum left half step two start processing right half
538,[0 1 0 0 0 0],95,15,initial subdivision choose vertical rectangle higher wider
540,[0 1 0 0 0 0],98,6,example gtgraphtreemaplayoutexamples squarifywithsevennodesfourthstep previewexpanded true nocode
542,[0 1 0 0 0 0],231,17,worst aspect ratio decrease example gtgraphtreemaplayoutexamples squarifywithsevennodesfourthstep label worstvaluerounded example gtgraphtreemaplayoutexamples squarifywithsevennodesfifthstep label worstvaluerounded
544,[0 1 0 0 0 0],297,30,addition next area however improve result worst aspect ratio increase example gtgraphtreemaplayoutexamples squarifywithsevennodesfifthstep label worstvaluerounded example gtgraphtreemaplayoutexamples squarifywithsevennodessixthstep label worstvaluerounded
545,[0 1 0 0 0 0],97,6,example gtgraphtreemaplayoutexamples squarifywithsevennodessixthstep previewexpanded true nocode
546,[0 1 0 0 0 0],72,14,reject previous step start fill right top partition
549,[0 1 0 0 0 0],33,6,final result following
554,[0 0 0 0 0 1],47,7,used class gtgraphtreemapsquarifystep
556,[0 1 0 0 0 0],75,4,example gtgraphtreemaplayoutexamples squarifywithfournodesfirstarea nocode
557,[0 1 0 1 0 0],62,12,installer shared library along side image vm
559,[0 1 0 0 0 0],9,1,installer
560,[0 1 0 0 0 0],11,2,extension
562,[0 0 0 0 0 1],47,10,ui may want display transcript
564,[0 0 1 0 0 0],46,8,forward view definition another object
566,[0 0 1 0 0 0],91,18,also useful situtions object created purpose view
570,[0 1 0 0 0 0],71,12,given point domain object euclidian coordinate system
571,[0 1 0 0 0 0],100,20,projection point continuous x axis would projection axis would
579,[0 0 1 0 0 0],90,14,gtremoteinspector provides mechanism remote viewing object rest json api
580,[0 0 0 0 1 0],27,5,public api key message
582,[0 0 0 0 1 0],11,2,message two
583,[0 0 0 0 1 0],41,7,bonus point create instance
584,[0 0 1 1 0 0],96,18,release strategy us current loaded tag repository version number
586,[0 0 1 0 0 0],52,8,version number already exists repository
587,[1 0 0 0 0 0],45,10,passive export metadata
591,[0 1 0 0 0 0],119,13,see method gtrlbaselinetagreleasestrategy assertcompatiblewithrepository assertion check used
592,[0 0 1 0 0 0],137,24,execute commit current change staged commit push tag corresponding version number repository release
593,[1 0 0 0 0 1],74,10,work strategy type class gtrlsemantictagreleasestrategy
594,[1 0 0 0 0 0],95,8,see method gtrlsemantictagreleasestrategy commitandtagrelease implementation detail
595,[0 0 1 0 0 0],51,9,increment major number semantic version
596,[0 0 1 0 0 0],69,14,reset patch minor part version number zero
597,[1 0 0 0 0 0],134,27,symbolic version number applied patch minor number reset zero created version number
598,[0 0 1 1 0 0],86,16,abstraction type dependency loading configuration system
599,[0 0 1 0 0 0],59,9,model option configuring release performed
600,[0 0 0 0 0 1],64,12,used class gtrlreleasebuilder create new release
601,[0 0 0 0 0 1],132,19,user configure default option apply repository release configure option individual repository
602,[0 0 0 0 1 0],57,10,main api method setting default option
603,[0 0 0 0 1 0],106,12,method gtrlreleaseconfiguration defaultreleasebranchname branch name perform release
605,[0 0 0 0 1 0],60,6,subclass class gtrlsemanticversioncomputation
606,[0 0 0 0 1 0],135,18,method gtrlreleaseconfiguration defaultversionnumber version number use case previous release repository
607,[0 0 0 0 1 0],169,25,method gtrlreleaseconfiguration forcenewrelease force new release repository even new change repository dependency change
608,[0 0 1 1 0 0],100,19,sent snippet widget look request receive snippet model widget model
610,[1 0 0 0 0 0],136,20,text extent user space coordinate mostly entirely independent current transformation matrix
611,[1 0 0 0 0 0],120,25,call cairo scale cr text drawn twice big reported text extent doubled
612,[1 0 0 0 0 0],157,26,change slightly due hinting assume metric independent transformation matrix otherwise remain unchanged
614,[0 0 0 1 0 0],85,14,represent sparta canvas provide api perform various drawing operation
615,[0 0 1 0 0 0],86,14,define abstract api sparta canvas concrete implementation must
616,[0 0 1 0 0 0],8,1,overview
617,[0 0 1 0 0 0],94,14,main responsibility create provide backend specific builder various object
619,[0 1 0 0 0 0],126,27,example one want fill path paint need send fill message canvas get fill builder painter
622,[0 0 1 0 0 0],104,17,also responsible creation filter primitive filter type used filter operation
623,[0 0 1 0 0 0],38,7,found filter protocol
626,[0 0 0 0 1 0],27,5,public api key message
628,[0 0 0 0 1 0],51,8,stroke create builder stroke drawing operation
632,[0 0 0 0 1 0],46,7,transform create builder transform canvas
635,[0 0 0 0 1 0],51,8,filter create builder filter drawing operation
637,[0 0 0 0 1 0],30,5,bitmap create bitmap factory
639,[0 0 0 0 1 0],39,6,filter create common filter factory
641,[0 0 0 0 1 0],82,16,similar create empty canvas size anextent type format
642,[0 0 0 0 1 0],61,10,asform rasterize return resulting image form
646,[0 1 0 1 0 0],35,4,canvas spartacanvas extent
649,[0 1 0 0 0 0],29,5,create triangle vector path
655,[0 1 0 0 0 0],5,1,close
657,[0 1 0 1 0 0],100,13,http githubcom syrel sparta raw master image spartacanvas triangle pathpng label trianglepath
663,[0 1 0 0 0 0],18,4,stop color red
679,[0 1 0 0 0 0],31,5,stroke triangle blue color
685,[0 1 0 0 0 0],5,1,draw
690,[0 1 0 0 0 0],29,5,create gaussian blur filter
692,[0 1 0 0 0 0],30,3,blur canvas gaussianblurfilter
696,[0 1 0 0 0 0],13,2,canvas filter
699,[0 1 0 0 0 0],5,1,draw
702,[0 0 0 1 0 0],19,4,represent line
703,[0 0 1 0 0 0],116,21,meant polymorphic rectangle path used path various operation except clipping
704,[0 0 0 0 1 0],27,5,public api key message
705,[0 0 0 0 1 0],23,5,get start point
706,[0 0 0 0 1 0],19,5,get end point
708,[0 0 1 1 0 0],77,15,represent font face source know retrieve font content
709,[0 0 0 1 0 0],21,5,buffer source
710,[0 0 1 0 0 0],55,8,implement basic infrastructure event management
711,[0 0 0 1 0 0],72,14,composite filter arbitrary amount input soures
714,[0 1 0 0 0 0],28,3,merge canvas compositefilter
716,[0 1 0 0 0 0],14,2,source filter
717,[0 1 0 0 0 0],14,2,source filter
718,[0 1 0 0 0 0],14,2,source filter
719,[0 1 0 0 0 0],14,2,source filter
720,[0 0 1 0 0 0],12,1,tspartapaint
721,[0 0 1 0 0 0],27,7,define api paint
722,[0 0 1 0 0 0],8,1,overview
725,[0 0 0 0 0 1],85,14,sparta canvas provides paint builder used build concerete paint
727,[0 0 0 0 1 0],37,8,define api abstract paint
728,[0 0 0 0 1 0],67,10,transformation get current transformation matrix mil
729,[0 0 0 0 1 0],44,5,transformation set new paint transformation
730,[0 0 0 0 1 0],36,7,set supposed identity
731,[0 0 0 0 1 0],22,5,clamp repeat
732,[0 0 0 0 1 0],24,4,reflect mirror image
733,[0 0 0 0 1 0],34,8,repeat repeat x axis
734,[0 0 0 0 1 0],26,5,repeatx repeat x axis
735,[0 0 0 0 1 0],26,5,repeaty repeat axis
736,[0 0 0 0 1 0],56,8,rotatebydegrees rotate amount degree clockwise
737,[0 0 0 0 1 0],56,8,rotatebyradians rotate amount radian clockwise
738,[0 0 0 0 1 0],50,11,scaleby scale factor point number
739,[0 0 0 0 1 0],47,9,translateby translate point number
741,[1 0 0 0 0 0],121,21,generally paint meant external object however additional flexibility implemented trait
742,[0 0 1 0 1 0],41,8,define api stroke option object
750,[0 1 0 0 0 0],27,5,create base string
752,[0 1 0 0 0 0],60,4,adocument gtdocumentexamples new documentwithexistingclass
753,[0 1 0 0 0 0],30,3,anxdfile adocument savetoxdoc
754,[0 1 0 0 0 0],19,2,znbaseencoder new
757,[0 0 1 0 0 0],87,14,check opposite class declared pragma mseproperty type opposite defined
758,[0 0 1 1 0 0],99,11,famixannotationtypegroup moosegroup containing famix enities type famixannotationtype
759,[0 1 0 0 0 0],1,1,g
761,[0 1 0 0 0 0],26,2,g generatewithoutcleaning
775,[0 1 0 0 0 0],6,1,model
782,[0 0 0 1 0 0],75,9,parametertype represents symbolic type used parameterizable class
786,[0 1 0 0 0 0],39,5,aclass parameterizableclass
787,[0 1 0 0 0 0],39,8,b c parametertype aclass
788,[0 0 1 0 0 1],61,13,famixtrait model trait found pharo php
790,[0 0 1 1 0 0],90,16,represent property object currently imported yet imported
791,[0 0 1 0 0 0],50,10,useful value resolved
792,[0 0 1 0 0 0],62,14,time value resolved check resolved
793,[0 0 1 0 0 0],51,11,case push value real property
794,[0 0 0 1 0 0],11,1,description
804,[1 0 0 0 0 0],100,19,include system cache case user want store information speed application
806,[0 0 0 0 1 0],27,5,public api key message
809,[0 1 0 0 0 0],8,1,example
812,[0 0 0 1 0 0],11,1,description
813,[0 0 0 1 0 0],73,13,responsible printing mse format markup model export
814,[0 1 0 0 0 0],8,1,example
815,[0 1 0 0 0 0],7,1,printer
