index,labels,comment_length,word_count,comment_clean
86,[0 1 0 0 0],31,5,prior executing command
87,[0 1 0 0 0],46,7,validate individual application model
91,[0 1 0 0 0],13,2,app registry
92,[0 0 1 0 1],74,11,class subclass responsible emitting schema changing
93,[0 0 1 0 1],68,9,statement database model creation removal alteration field
94,[0 0 1 0 1],36,6,renaming index fiddling
95,[0 0 0 0 1],37,6,base class query expression
97,[0 0 1 0 0],71,11,using base class requires subclassing provide response mixin
98,[0 0 0 0 1],42,8,list object published given year
99,[0 0 0 0 1],62,8,secure password hashing using bcrypt algorithm recommended
101,[1 0 0 0 0],38,6,must first install bcrypt library
103,[0 0 1 0 0],18,4,useful
105,[1 0 0 0 0],43,9,example following used
109,[1 0 0 0 0],18,2,radiochoice label
111,[1 0 0 0 0],5,1,label
112,[1 0 0 0 0],10,3,endfor
114,[0 0 0 1 0],57,10,ensure one instance alias exists per thread
115,[0 1 0 0 1],38,5,class creating enumerated choice
117,[0 0 0 1 0],31,7,given file like object
119,[0 0 0 0 1],54,11,class act client testing purpose
120,[0 0 0 1 0],56,11,allows user compose get post request
122,[0 0 0 1 0],58,9,server response object annotated detail
124,[0 0 0 1 0],31,5,process serving request
126,[0 0 0 1 0],61,10,thus session detail lifetime client instance
127,[0 0 1 0 0],59,11,intended replacement twill selenium
129,[0 0 1 0 0],58,10,context template produced view rather
130,[0 0 1 0 0],30,6,html rendered end user
131,[0 0 0 0 1],54,10,provide ability combine one two object
132,[0 0 0 0 1],15,2,connector
133,[1 0 0 0 0],25,7,example f foo f bar
140,[0 0 0 0 1],60,9,test various hook using custom template context
141,[0 0 0 0 1],62,12,test ability mixin custom validate key method
144,[0 0 0 1 0],49,7,backend override default key validation
145,[0 1 0 0 1],71,10,test custom remoteusermiddleware subclass custom http auth user
146,[0 0 0 0 1],61,11,used test database argument signal
148,[0 0 0 0 1],62,12,invalid field passed admin view via url query string
149,[0 0 0 0 1],36,6,django specific rest html tweak
154,[0 0 0 0 1],73,11,pickling class fails unpickling error incorrect
155,[0 0 0 0 1],26,5,argument passed init
156,[0 0 0 0 1],72,13,wrapper around bytesio restricts read since data
157,[0 0 0 0 1],69,14,network sought cannot read outside content
158,[0 0 0 0 1],7,1,length
159,[0 0 0 1 0],66,13,make sure view anything test client
161,[0 0 0 1 0],47,9,try store message first backend
162,[0 0 0 1 0],18,3,store unstored
164,[0 0 1 0 0],28,5,model added ticket
166,[0 0 0 0 1],19,3,table column field
167,[0 0 0 0 1],30,5,accept encoding header
168,[0 0 0 0 1],61,11,widget split input two input type hidden input
170,[0 0 0 1 0],22,4,difference
171,[0 0 0 1 0],75,12,assigning width height width field height field appropriate
172,[0 0 0 0 1],61,13,form replaces model url field custom one
173,[0 0 0 0 1],28,7,model fk
178,[1 0 1 0 0],74,11,related instance rendering called programmatically case
179,[0 0 0 1 1],43,8,read allowed device
183,[0 0 0 0 1],52,8,base class provides complete list interface
186,[0 0 0 1 0],36,6,function get single external self
187,[0 0 0 1 0],48,9,return single item index general use
188,[0 0 0 1 0],46,11,index always satisfy len self
190,[0 0 0 1 0],52,10,use within class optional
191,[0 0 0 1 0],63,11,note get single internal get single internal return
192,[0 0 0 1 0],53,8,different type object set list must distinguish
193,[0 0 0 1 0],46,7,two handle appropriately
194,[0 0 0 1 0],37,6,function set list self length item
195,[0 0 0 1 0],27,4,recreate entire object
197,[0 0 0 1 0],61,11,therefore necessary cache value temporary
198,[0 0 0 1 0],15,3,temp list item
199,[0 0 0 1 0],39,5,clobbering original storage
200,[0 0 0 1 0],34,6,function set single self value
201,[0 0 0 1 0],48,10,set single item index value optional
203,[0 0 0 1 0],26,5,object using set list
204,[0 0 0 1 0],17,3,function len self
205,[0 0 0 1 0],17,3,return length
206,[0 0 0 1 0],13,2,int minlength
207,[0 0 0 1 0],33,5,minimum legal length optional
208,[0 0 0 1 0],13,2,int maxlength
209,[0 0 0 1 0],33,5,maximum legal length optional
210,[0 0 0 1 0],21,4,type tuple allowed
211,[0 0 0 1 0],46,9,type tuple allowed item type optional
212,[0 0 0 0 1],36,7,test logout login view
213,[0 0 0 1 0],70,12,make list filter destroy existing escaping result
214,[0 0 0 1 0],8,1,escaped
215,[0 0 0 0 1],64,12,keep track many form instance displayed page
216,[0 0 0 0 1],59,9,implementation cache binding using python memcached
217,[0 0 0 0 1],72,13,file upload handler stream uploads memory used small file
218,[0 0 0 0 1],34,6,base class migration
219,[1 1 0 0 0],24,6,one
220,[1 1 0 0 0],27,4,following attribute
221,[1 1 0 0 0],87,9,operation list operation instance probably djangodbmigrationsoperations
222,[1 1 0 0 0],57,10,dependency list tuples app path migration name
223,[1 1 0 0 0],55,11,run list tuples app path migration name
224,[1 1 0 0 0],34,6,replaces list migration name
225,[0 0 0 0 1],53,9,represent digraph migration project
226,[0 0 1 0 0],57,11,migration node dependency edge
227,[0 0 1 0 0],9,2,
228,[0 0 1 0 0],69,9,implicit dependency numbered migration numbering
232,[1 0 0 0 0],35,6,graph handler responsible
234,[1 0 0 0 0],71,11,migration file replaced migration either unapplied
236,[1 0 0 0 0],69,10,replacing migration repoint dependency pointed
240,[0 0 0 1 0],71,11,initialization class scan directory open
244,[0 0 0 1 0],56,6,djangodbmigrationsmigration look like
248,[0 0 0 1 0],79,13,disk injected main set replacing named migration
250,[0 0 0 1 0],14,2,new migration
254,[1 0 0 0 0],10,2,memory
266,[0 0 1 0 0],64,9,multivaluedictparse read input stream chunk size chunk
267,[0 0 1 0 0],67,11,return tuple multivaluedict post multivaluedict file
268,[0 0 0 0 1],69,11,subclass dictionary customized handle multiple value
269,[0 0 0 0 1],9,2,key
270,[1 0 0 0 0],57,9,multivaluedict name adrian simon position developer
272,[1 0 0 0 0],5,1,simon
275,[1 0 0 0 0],28,4,dget lastname nonexistent
284,[0 0 0 0 1],39,6,aggregate logic multiple field
285,[0 0 0 1 0],68,12,clean method take decompressed list value
287,[0 0 0 1 0],13,3,value
288,[0 0 0 1 0],66,12,list cleaned corresponding field first value
289,[0 0 0 1 0],69,13,cleaned first field second value cleaned second
291,[0 0 0 1 0],31,5,compressed single value
293,[0 0 0 1 0],67,12,addition value added widgetget context widget
295,[0 0 0 1 0],58,10,looped rendered like normal widget
297,[0 0 0 0 1],42,5,test nestedobject utility collection
298,[0 0 0 0 1],36,5,base class migration operation
299,[0 0 0 1 0],60,11,responsible mutating memory model state
300,[0 0 0 1 0],65,11,see db migration statepy represent performs well
302,[0 0 0 0 1],69,11,overwrite existing file instead appending suffix generate
304,[0 0 0 0 1],69,10,model validation child foreign key relationship depends
305,[0 0 0 0 1],27,5,validation parent
306,[0 0 0 0 1],71,11,permission system provides way assign permission specific
307,[0 0 0 0 1],26,5,user group user
311,[1 0 0 0 0],65,13,add permission limit user ability view add form
312,[1 0 0 0 0],18,4,add object
313,[1 0 0 0 0],64,12,change permission limit user ability view change
314,[1 0 0 0 0],48,9,list view change form change object
315,[1 0 0 0 0],61,10,delete permission limit ability delete object
317,[0 0 0 1 0],70,10,permission listed automatically created model
319,[0 0 0 0 1],46,9,proxied model described
321,[0 0 0 1 0],70,12,apps call migrate verifies table created
322,[0 0 0 0 1],55,11,cannot access raw post data request
323,[0 0 0 1 1],53,10,multipart post data accessed via post
324,[0 0 0 1 1],11,2,file etc
326,[0 0 0 0 1],59,10,run test record everything display anything
327,[0 0 0 1 1],71,10,regression test ensure environment variable
328,[0 0 0 1 1],36,5,set correctly requestfactory
329,[0 0 0 0 1],75,13,accessor related object manager one many relation created
330,[0 0 0 0 1],19,2,genericrelation
331,[1 0 0 0 0],14,3,example
332,[1 0 0 0 0],16,3,class post model
333,[1 0 0 0 0],32,3,comment genericrelation comment
335,[0 0 0 1 1],37,7,operator operator
336,[0 0 0 1 1],25,4,test actual geometric
337,[0 0 0 1 1],25,4,equality two feature
338,[0 0 0 1 1],35,9,b feature
339,[0 0 0 1 1],44,7,vertex vertex operator return true
340,[0 0 0 0 1],27,5,convert queryset json
344,[0 0 0 1 0],32,5,inside custom session model
345,[0 0 0 0 1],31,6,simple view docstring
347,[0 0 1 0 1],47,6,spatialrefsys object reduce redundant code
348,[0 0 0 0 1],70,12,widget split datetime input two input type hidden input
353,[0 0 0 0 1],50,9,exception used template exist
356,[0 1 0 0 0],5,1,tried
357,[0 1 0 0 0],4,1,
358,[0 1 0 0 0],66,12,formatted list tuples containing origin status
360,[0 1 0 0 0],33,6,reason template found
361,[0 1 0 0 0],5,1,chain
363,[0 1 0 0 0],15,4,used
364,[0 1 0 0 0],68,8,encapsulate multiple exception loading template multiple
367,[0 0 0 0 1],11,2,opened
369,[0 0 1 0 0],40,7,doc output required testing
371,[0 0 0 0 1],38,7,something model point
373,[0 1 0 0 1],75,14,form creates user privilege given username
374,[0 1 0 0 1],9,1,password
375,[0 0 0 0 1],70,11,adapter class cursor variable prevents wrapped object
376,[0 0 0 0 1],75,12,converted string used instantiate oracleparam
378,[1 0 0 0 0],21,3,cursorexecute
380,[0 0 0 1 0],28,6,two type frame
381,[0 0 0 1 0],74,11,clause subclass however processing validation
382,[0 0 0 1 0],43,8,mean intended complete done
385,[0 0 1 0 0],42,8,xframe option exempt value set true
386,[1 0 1 0 0],70,13,default set x frame option header sameorigin meaning
387,[1 0 1 0 0],60,12,response loaded frame within site
390,[1 0 1 0 0],73,15,response loaded frame site set x frame option
391,[1 0 1 0 0],40,8,project django setting deny
393,[0 0 0 1 0],62,13,object returned input cell passed
395,[0 0 0 1 0],44,9,frontend work notebook
406,[0 1 0 0 0],37,6,bytestring containing raw pcm data
410,[0 1 0 0 0],10,1,dependent
412,[0 1 0 0 0],32,7,url download data
414,[0 1 0 0 0],43,10,path local file load data
415,[0 1 0 0 0],13,2,embed boolean
416,[0 1 0 0 0],65,13,audio data embedded using data uri true
418,[0 1 0 0 0],32,8,set true want
419,[0 1 0 0 0],68,11,audio playable later internet connection notebook
420,[0 1 0 0 0],62,12,default true unless keyword argument url set
421,[0 1 0 0 0],24,5,default value false
422,[0 1 0 0 0],12,2,rate integer
423,[0 1 0 0 0],34,7,sampling rate raw data
424,[0 1 0 0 0],59,11,required data parameter used array
427,[0 1 0 0 0],18,4,default false
429,[0 1 0 0 0],67,10,whether audio normalized rescaled maximum possible
432,[0 1 0 0 0],40,9,set false data must
433,[0 1 0 0 0],49,10,inclusive otherwise error raised
439,[1 0 0 0 0],15,2,framerate
440,[1 0 0 0 0],29,4,nplinspace framerate
444,[1 0 0 0 0],29,6,dataleft npsin nppi
454,[1 0 0 0 0],26,6,audio data b raw wav data
456,[0 0 0 0 1],40,6,context manager capturing stdout err
459,[0 0 0 0 1],58,7,custom ipython displayhook replace sysdisplayhook
460,[0 0 0 1 0],72,15,class many thing basic idea callable
461,[0 0 0 1 0],51,9,get called anytime user code return value
462,[0 0 0 0 1],57,10,dummy module used ipython interactive module
467,[0 0 0 0 1],32,5,transformer help syntax obj
469,[0 0 0 0 1],49,8,access history database without adding
470,[1 0 0 0 0],53,9,intended use standalone history tool
473,[0 0 0 0 1],43,7,part configuring shell environment
476,[0 0 0 1 0],14,3,meth init path
477,[0 0 0 1 0],49,9,meth init shell implemented subclass
478,[0 0 0 1 0],19,4,meth init gui pylab
479,[0 0 0 1 0],20,3,meth init extension
480,[0 0 0 1 0],14,3,meth init code
482,[0 0 1 0 0],71,13,used formatting string value need updated
486,[0 0 1 0 0],52,10,make function easier type egcd
491,[1 0 0 0 0],4,1,must
492,[1 0 0 0 0],65,11,use method decorator line magic cell magic decorate
493,[1 0 0 0 0],42,6,individual method magic function
494,[1 0 0 0 0],62,11,use class decorator magic class ensure magic
496,[1 0 0 0 0],15,1,initialization
497,[0 0 0 0 1],16,3,myframe
501,[0 0 0 0 1],51,8,subclass base display hook using coloured prompt
505,[0 0 0 1 0],23,3,attribute style access
506,[0 0 0 1 0],65,10,protection class member like key item using attribute
507,[0 0 0 1 0],13,2,style access
508,[0 0 0 1 0],57,9,ability restrict assignment existing key
516,[0 0 0 0 1],72,11,string suitable defining dummy color scheme terminal get
517,[0 0 0 0 1],26,4,confused color escape
519,[0 0 0 0 1],59,10,placeholder user defined magic added runtime
520,[0 0 1 1 0],75,13,magic eventually merged single namespace runtime
523,[0 0 1 1 0],16,3,class
524,[0 0 0 0 1],81,15,class embedding youtube video ipython session based video id
525,[1 0 0 0 0],72,13,eg embed video http wwwyoutubecom watchv foo would
526,[1 0 0 0 0],2,1,
528,[1 0 0 0 0],11,2,display vid
529,[1 0 0 0 0],24,5,start second
530,[1 0 0 0 0],31,6,vid youtubevideo abc start
535,[1 1 0 0 0],49,8,parameter provided documented
536,[0 1 0 0 0],64,5,http developersgooglecom youtube player parametersparameters
537,[1 0 0 0 0],80,12,converting notebook using nbconvert jpeg representation video
539,[0 0 0 0 1],55,10,base mock pretend poplib pop connection
540,[1 0 0 0 0],55,10,pm popmailbox localhost user bad conn cl mockpop
542,[1 0 0 0 0],11,1,accesserror
544,[1 0 0 0 0],17,3,conn cl mockpop
545,[1 0 0 0 0],7,1,pmstat
546,[1 0 0 0 0],9,2,
547,[1 0 0 0 0],11,1,pmiterkeys
551,[1 0 0 0 0],25,6,msg subject msg pm
552,[1 0 0 0 0],13,5,msg msg
553,[1 0 0 0 0],43,9,pmget msg size evil pmget msg size good
555,[1 0 0 0 0],17,3,pmget byte evil
556,[1 0 0 0 0],47,8,testmailpileis nsubject msg n noh hi
557,[1 0 0 0 0],1,1,n
558,[1 0 0 0 0],4,1,
559,[1 0 0 0 0],14,3,pm invalid key
562,[0 0 0 0 1],34,5,search autocrypt database
563,[0 0 0 0 1],63,12,broker try auto upgrade connection use tl
564,[0 0 0 0 1],63,13,least ssl handshake record info
566,[0 0 0 1 0],67,11,object must initialized dictionary describes
567,[0 0 0 1 0],67,11,structured way variable exist legal value
568,[0 0 0 1 0],50,10,default
575,[0 1 0 1 0],24,5,data type sanity check
576,[0 1 0 1 0],1,1,
577,[0 1 0 1 0],15,3,default value
578,[0 0 0 1 0],72,13,sanity check dictionary rule value expected
580,[0 0 0 1 0],4,1,
581,[0 1 0 0 0],67,13,used empty list dictionary default value
583,[0 0 0 1 0],36,7,rule place default value
584,[0 0 1 1 0],68,16,default value empty list assumed list
585,[0 0 1 1 0],29,5,value type specified
588,[1 0 0 0 0],11,5,int
590,[1 0 0 0 0],11,4,int
596,[1 0 0 0 0],14,6,x x str
600,[1 0 0 0 0],34,6,pot potato pot liquid vodka
610,[1 0 0 0 0],7,2,vodka
612,[1 0 0 0 0],1,1,
614,[1 0 0 0 0],10,2,pot color
618,[1 0 0 0 0],3,1,
622,[1 0 0 0 0],31,5,traceback recent call last
624,[1 0 0 0 0],31,5,traceback recent call last
629,[1 0 0 0 0],56,8,configvalueerror invalid value config color green
631,[1 0 0 0 0],18,3,many potato
632,[1 0 0 0 0],14,5,type int
635,[0 0 0 0 1],26,5,add one mailbox
636,[0 0 1 0 0],71,14,account specified mailbox assigned id use
640,[0 0 0 0 1],36,8,connect waiting gui matic gui
644,[0 0 0 0 1],49,7,encrypteddict deal unicode value
645,[0 0 0 0 1],40,9,single event event log
648,[0 0 0 0 1],48,8,create forwarding draft one message
649,[0 0 0 0 1],11,2,view group
651,[0 0 0 0 1],9,2,list tag
653,[0 0 0 0 1],41,7,plugin system find template file
654,[0 0 0 0 1],35,7,maildir class window using
656,[0 0 0 0 1],62,11,router object implement vfs interface
657,[0 0 0 0 1],47,5,delegating call individual implementation
659,[0 0 0 0 1],55,12,posting list map search term message id
661,[0 0 0 0 1],64,8,combine storagebackeddata pack unpacklonglist pack
663,[1 0 0 0 0],43,10,storage sbl x x x x x x x x
664,[1 0 0 0 0],35,4,sbl storagebackedlongs storage sbl
666,[1 0 0 0 0],4,1,true
667,[1 0 0 0 0],12,2,sblappend
668,[1 0 0 0 0],8,1,sblsave
670,[1 0 0 0 0],4,1,true
676,[1 0 0 0 0],9,2,
677,[1 0 0 0 0],58,13,create file card disk using random name
678,[1 0 0 0 0],48,7,vcsadd vcards mailpilevcard vcardline fn dude
679,[1 0 0 0 0],28,4,vcardline email devilcom
680,[1 0 0 0 0],30,4,mailpilevcard vcardline fn guy
681,[1 0 0 0 0],43,9,vcards looked directly e mail
683,[1 0 0 0 0],6,2,u dude
684,[1 0 0 0 0],42,5,vcsget vcard nosuchemailaddress none
685,[1 0 0 0 0],4,1,true
686,[1 0 0 0 0],36,7,found using search
687,[1 0 0 0 0],25,5,vcsfind vcards guy fn
688,[1 0 0 0 0],5,2,u guy
692,[1 0 0 0 0],4,1,true
695,[0 0 0 0 1],47,9,object serving base class engine
702,[0 0 1 0 0],10,2,input data
703,[0 0 1 0 0],70,12,supplied break format converted subclass method
704,[0 0 1 0 0],46,8,get kwargs break expected format
706,[0 0 0 0 1],9,1,interface
707,[0 0 0 0 1],53,9,array boolean true false data missing value
709,[0 0 0 1 0],63,12,represented numpy array boolean array data
710,[0 0 0 1 0],55,10,boolean array mask true indicating missing
725,[0 1 0 0 0],19,3,indicates missing
727,[0 1 0 0 0],43,8,whether copy value mask array
742,[1 0 0 0 0],23,4,length dtype boolean
743,[0 0 0 0 1],59,7,dateoffset subclass representing possibly n business hour
744,[0 0 0 0 1],53,8,mixin business type provide related function
745,[0 0 0 0 1],56,7,dateoffset increment business year begin date
749,[0 1 0 1 0],29,3,category sequence optional
751,[0 1 0 0 0],35,6,ordered bool none default false
753,[0 1 0 0 0],76,13,none used maintain ordered value existing categoricals
755,[0 1 0 1 0],50,9,false existing ordered maintain
757,[0 0 0 1 0],10,1,category
758,[0 0 0 1 0],7,1,ordered
761,[0 0 1 0 0],5,1,note
764,[0 0 1 0 0],36,3,see ref categoricalcategoricaldtype
769,[1 0 0 0 0],33,11,pdseries b c dtype
771,[1 0 0 0 0],3,2,b
773,[1 0 0 0 0],5,2,nan
775,[1 0 0 1 0],24,5,category object b
776,[0 0 0 0 1],48,8,index based underlying class categorical
778,[0 0 0 1 0],5,1,also
779,[0 0 0 1 0],66,10,like categorical might order numerical operation
780,[0 0 0 1 0],23,3,addition division
784,[0 1 0 0 0],30,5,value categorical
785,[0 1 0 1 0],38,7,category given value
786,[0 1 0 1 0],37,6,category replaced nan
787,[0 1 0 1 0],31,4,category index like optional
788,[0 1 0 1 0],35,5,category categorical
789,[0 1 0 0 0],24,5,item need unique
790,[0 1 0 1 0],65,14,category given also dtype
791,[0 1 0 0 0],32,7,inferred data
792,[0 1 0 1 0],22,3,ordered bool optional
793,[0 1 0 1 0],56,10,whether categorical treated ordered
794,[0 1 0 0 0],12,1,categorical
795,[0 1 0 0 0],45,10,given dtype resulting
796,[0 1 0 1 0],30,4,categorical unordered
797,[0 1 0 0 0],45,6,dtype categoricaldtype category optional
799,[0 1 0 1 0],23,4,category ordered
802,[0 1 0 0 0],29,6,make copy input ndarray
806,[0 0 0 1 0],5,1,code
808,[0 0 0 1 0],7,1,ordered
812,[0 0 0 1 0],10,2,ordered
813,[0 0 0 1 0],12,2,unordered
815,[0 0 0 1 0],34,6,category validate
816,[1 0 0 1 0],62,12,explicit ordered true given category
817,[0 0 1 0 0],5,1,note
818,[0 0 1 0 0],18,4,see user guide
819,[0 0 1 0 0],83,8,http pandaspydataorg panda doc stable user guide advancedhtmlcategoricalindex
823,[1 0 0 1 0],100,26,categoricalindex b c b c category b c ordered false dtype category noqa
825,[1 0 0 0 0],38,13,c pdcategorical b c b c
826,[1 0 0 0 0],21,2,pdcategoricalindex c
827,[1 0 0 1 0],100,26,categoricalindex b c b c category b c ordered false dtype category noqa
828,[1 0 0 1 0],54,9,ordered categoricalindex min max value
829,[0 0 0 1 0],60,16,ci pdcategoricalindex b c b c ordered true
830,[1 0 0 1 0],20,6,category c b
832,[0 0 0 1 0],99,26,categoricalindex b c b c category c b ordered true dtype category noqa
833,[1 0 0 0 0],1,1,c
834,[0 0 0 0 1],67,7,custom distutils command subclassed cythondistutilsbuild ext
836,[0 0 0 0 1],43,8,represent data column indexed
839,[0 0 1 0 0],37,6,see read excel documentation
843,[0 1 0 0 0],55,9,file like object xlrd workbook openpypl workbook
845,[0 1 0 0 0],24,4,engine str default none
847,[0 1 0 0 0],52,10,acceptable value none xlrd openpyxl odf
849,[0 0 0 0 1],59,11,class defines holiday start end date rule
852,[1 0 0 1 0],63,9,integerarray currently experimental api internal
853,[1 0 1 0 0],48,8,represent integerarray numpy array
862,[0 1 0 0 0],26,6,integer dtype array
864,[0 1 0 0 0],52,9,boolean dtype array indicating missing value
875,[0 0 0 1 0],47,7,create integerarray func pandasarray
876,[1 0 0 1 0],51,9,int array pdarray none dtype pdintdtype
877,[1 0 0 0 0],9,2,int array
881,[1 0 0 0 0],21,4,length dtype int
882,[1 0 0 0 0],49,8,string alias dtypes also available
883,[1 0 0 0 0],21,3,capitalized
884,[1 0 0 1 0],33,7,pdarray none dtype int
888,[1 0 0 1 0],34,7,pdarray none dtype uint
890,[1 0 0 0 0],9,3,nan
891,[1 0 0 0 0],22,4,length dtype uint
892,[0 0 0 0 1],36,5,extensiondtype interval data
895,[0 1 0 1 0],21,3,subtype str npdtype
896,[0 1 0 0 0],33,6,dtype interval bound
898,[0 0 0 1 0],7,1,subtype
902,[1 0 0 1 0],30,3,pdintervaldtype subtype int
904,[0 0 0 0 1],45,6,hold method nonconsolidatable block
905,[0 1 0 0 1],34,6,make plot series dataframe
906,[1 0 1 0 0],33,6,us backend specified
909,[1 0 1 0 0],31,5,default matplotlib used
916,[0 1 0 0 0],45,7,allows plotting one column versus another
917,[0 1 0 0 0],22,6,used data
919,[0 1 0 0 0],8,2,kind str
921,[0 1 0 0 0],22,4,line line plot default
922,[0 1 0 0 0],21,4,bar vertical bar plot
924,[0 1 0 0 0],14,2,hist histogram
925,[0 1 0 0 0],11,2,box boxplot
927,[0 1 0 0 0],19,4,density kde
928,[0 1 0 0 0],14,3,area area plot
930,[0 1 0 0 0],20,3,scatter scatter plot
931,[0 1 0 0 0],19,3,hexbin hexbin plot
933,[0 1 0 0 0],28,5,use index bool default true
934,[0 1 0 0 0],30,7,use index tick x axis
936,[0 1 0 0 0],26,6,title use plot
938,[0 1 0 0 0],25,6,top figure
939,[0 1 0 0 0],35,8,list passed subplots
942,[0 1 0 0 0],16,3,axis grid line
945,[0 1 0 0 0],18,4,style list dict
946,[0 1 0 0 0],37,6,matplotlib line style per column
951,[0 1 0 0 0],44,9,use log scaling symlog scaling axis
952,[0 1 0 0 0],20,2,versionchanged
953,[0 1 0 0 0],34,7,loglog bool sym default false
954,[0 1 0 0 0],55,12,use log scaling symlog scaling x ax
955,[0 1 0 0 0],20,2,versionchanged
956,[0 1 0 0 0],15,2,xticks sequence
957,[0 1 0 0 0],29,6,value use xticks
958,[0 1 0 0 0],15,2,yticks sequence
959,[0 1 0 0 0],29,6,value use yticks
961,[0 1 0 0 0],17,4,ylim tuple list
962,[0 1 0 0 0],21,4,rot int default none
963,[0 1 0 0 0],61,9,rotation tick xticks vertical yticks horizontal
965,[0 1 0 0 0],26,4,fontsize int default none
966,[0 1 0 0 0],32,6,font size xticks yticks
969,[0 1 0 0 0],34,6,string load colormap
970,[0 1 0 0 0],21,3,name matplotlib
972,[0 1 0 0 0],59,10,true plot colorbar relevant scatter hexbin
974,[0 1 0 0 0],14,2,position float
983,[0 1 0 0 0],66,14,true draw table using data dataframe data
985,[0 1 0 0 0],61,13,series dataframe passed use passed data draw
987,[0 1 0 0 0],48,8,yerr dataframe series array like dict str
989,[0 1 0 0 0],7,1,detail
991,[0 1 0 0 0],19,3,equivalent yerr
993,[0 1 0 0 0],60,10,using secondary axis automatically mark column
995,[0 1 0 0 0],35,6,include bool bool default false
1003,[0 1 0 0 0],17,2,versionadded
1005,[0 1 0 0 0],46,7,option pas matplotlib plotting method
1009,[0 1 0 0 0],43,8,object returned backend
1010,[0 0 1 0 0],5,1,note
1011,[0 0 1 0 0],60,9,see matplotlib documentation online subject
1019,[0 0 1 1 0],6,1,center
1020,[0 0 0 0 1],39,6,implement n largest smallest series
1022,[0 1 0 0 0],10,2,obj series
1023,[0 1 0 0 0],5,2,n int
1024,[0 1 0 0 0],33,7,keep first last default first
1026,[0 1 0 0 0],15,2,nordered series
1027,[0 0 1 0 1],62,10,called decorate set operation intervalindex
1028,[0 0 1 0 1],37,7,perform type check advance
1029,[0 0 0 0 1],40,6,patch sqltable fallback support
1030,[0 0 1 0 0],64,11,instead table variable use create table statement
1031,[0 0 0 0 1],40,7,mapping panda table sql table
1032,[0 0 0 1 0],50,9,us fact table reflected sqlalchemy
1033,[0 0 0 1 0],27,4,better type conversion
1035,[0 0 0 1 0],41,7,pas function time
1037,[0 1 0 0 0],7,1,warning
1039,[0 1 0 0 0],44,8,part api may change without warning
1041,[0 1 0 0 0],17,3,value array like
1042,[0 1 0 0 0],18,4,array data
1044,[0 1 0 0 0],47,7,currently expects object dtype ndarray
1045,[0 1 0 0 0],38,6,element python string
1046,[0 1 0 0 0],8,2,may
1055,[0 0 1 1 0],58,7,stringarray return booleanarray comparison method
1057,[1 0 0 1 0],42,9,pdarray text none data
1058,[1 0 0 0 0],14,3,dtype string
1059,[1 0 0 0 0],11,1,stringarray
1060,[1 0 0 0 0],31,8,text na data
1061,[1 0 0 0 0],7,1,value
1062,[1 0 0 0 0],31,5,traceback recent call last
1063,[1 0 0 1 0],64,8,comparison method return class pandasbooleanarray
1066,[1 0 0 0 0],15,3,true na false
1067,[0 0 0 0 1],49,7,vectorized string function series index
1068,[0 0 1 0 0],18,4,na stay na unless
1070,[0 0 1 0 0],31,5,patterned python string
1073,[1 0 0 0 0],11,1,sstrsplit
1076,[0 0 0 0 1],58,8,test specific intervalindex datetime like subtype
